Rating;Title;Text
3.0 out of 5 stars;One of the 6 ft cords in the 5 pack did not work;Out of the 5 pack, one 6.6 ft cords did not work. Instead of the hassle of contacting the manufacturer or dealing with UPS drop off for 12 bucks, I just accepted a $5 credit from Amazon
2.0 out of 5 stars;Cheaply made and don't last;They look good but that's where the good ends.  The plug end fell apart within a month of light use and now I have to play with the ends in order to get it properly connected.  This forces me to push it further into my phone possibly causing internal damage.  Charges very slowly when I could get them to work and often couldn't connect to my vehicle via USB.  I quit using them today and will buy a product with much better reliability despite cost.
2.0 out of 5 stars;I based the star rating on how many of the 5 cables worked;Of the 5 cables in the package 2 worked as described. The 10ft and one 6ft cable didn't work at all. One 3ft cable kind of works but seems really slow. I hooked up a good cable and it read 1hr to charge my phone, switched to the slower cable and it read 32hrs to charge. There was also an alert on the phone about slow charging and to check the cable.The packaging was very poor as well. The cables were just stuffed in a box and looked like it was a return item. The cables themselves seem very thin and the connectors are flimsy compared to other models. I definitely wouldn't recommend this product
2.0 out of 5 stars;Good cable;Does not charge fast at all bought 2 packs just changed my phone to fold takes forever to charge but usefully for charging headphone and everything else besides phones.
4.0 out of 5 stars;Not durable.;Good looking cords.  However they don't last.  Fabric cover tears at attachment ends. Connection ends don't hold up well.  After 5 months of just charging at night while I sleep, I have tohold it just right to keep it charging.
2.0 out of 5 stars;Not effective with my Motorola turbocharger;The cables themselves are great but the tips that plug in and out of the phone are pretty cheap and after a couple uses they loosen up and will no longer allow for turbo charging I will not buy this product again
4.0 out of 5 stars;No regrets, in fact will probably buy more;For some reason I was under the impression that these would never break or come apart or that you would have to wiggle them around to get him to work. But I have a Galaxy Note 10, and I have the plugins for the fast charger, one of the cords has to be wiggled around in order for it to fast charge. It will still regular charge, but I have fast chargers for a reason. I' absolutely love the length, and they do seem more durable than a regular phone charger so that I give you kudos. Hopefully it was just the one chord that had its own issues.
2.0 out of 5 stars;USB c has a very loose fit into Pixel 5a port.;I bought the set to use solely for my phone, a pixel 5a.  I've tried all the cables and they all are a loose fit to my phones port. It didn't fit off the bat, I should've returned them right away.  Outside of company cable, Anker has been my go-to. My bad for trying something new.
2.0 out of 5 stars;2 out off 5 do not work;Time to grab another out of box, didn't work. Grab another, doesn't work. Disappointing.
2.0 out of 5 stars;These don't change as quickly as advertised;These just don't charge very fast at all. Luckily, I have a cord that works much faster that takes 45 minutes compared to the two or three hours these cords I ordered do.
3.0 out of 5 stars;Does not work with the LG V60;LG V60 will not recognize this cord
2.0 out of 5 stars;Not a good product!;Half of the chargers worked properly and one of them burned up my s21 ultra charging port so I had to send my phone in to be repaired.
2.0 out of 5 stars;2 of 5 does not work;I've used two of them so far and both of them did not work. I'm not sure if I got a bad batch but so far 2 of 5 does not work.
4.0 out of 5 stars;Good, but not for data;I didn't pay close enuff attention, didn't work for data transfer in my truck so went back to old cable with adapter to USB-C.
4.0 out of 5 stars;Works;Works
3.0 out of 5 stars;So So product;Kinda  flimsy. Seems a little weak near connection point.
2.0 out of 5 stars;Buyer beware;These USB C charging cords came in a 5 pack of sorted sizes. 4 cords work. One cord will be not charge - or even show that is plugged in at all. We tried several charging USB outlets and USB charging blocks. Nothing. This makes it a 4 pack for the price of of the 5 cord pack. ☹️
3.0 out of 5 stars;Not very durable;The cord began fraying after one week.
4.0 out of 5 stars;Great at first, then underwhelming;Originally these charging cords worked well with my Samsung Galaxy S9, but after a month or two, they started working only when inserted one way, and none of them charge quickly. My phone actually gives me an alert saying it is charging at a slow rate, and that I should check the charger connection. Now, after less than six months, two cords have completely stopped working, and two others have unraveled and broken at the point where the charger connects to the phone. I'm disappointed and will be contacting the manufacturer directly to let them know.
3.0 out of 5 stars;Charging cables;All seem fine some minor fraying on one well ussed end.  Product has continued to worsen and has become unusable!  Durability is not good.....
4.0 out of 5 stars;Good value overall;These cords charge well and the braided wraps are nice quality. I removed a star because some of the metal sheathes on the end of the cables were not glued well and have come loose or fallen off altogether. It’s only a cosmetic defect, but a bit disappointing.
2.0 out of 5 stars;Didn't last long;These cords worked well at first. But after a couple months, they charge so slow that my phone loses battery percentage points if I use it at all while charging. My Samsung phone tells me to check the charger connection when I plug it in.
3.0 out of 5 stars;50% defective;Three of the Six cables were defective. My PC could not even identify the attached device much less charge it. I sent a message directly to the Seller but rec'd no replyUPDATE: The Seller contact me after the review was published and resolved the issue to my satisfaction. Raising the rating but still urge caution.
4.0 out of 5 stars;*Update* Excellent customer service, company stands behind their warranty;**Edit** While the original review below is still true, I have changed my overall review to 4 stars because the company reached out and offered to either replace them or refund my money. I had already ordered different cables so I chose the refund but I am very happy to find a company the stands behind their product and warrantees. Very good customer service!Original review:2of these cords are already broken and unusable. They charged fast when they worked but seem to wear out very quickly.
4.0 out of 5 stars;just what I wanted;A lot to choose from.. but I believe that I got a good product.
3.0 out of 5 stars;Just ok;These look nice. There r a lot of them in varying sizes. I had a couple chewed by pets, and a couple that just didn't work from the get go. One of them actually drained my battery.
2.0 out of 5 stars;Not well made;Charging capability was fine. However, the plastic cover piece just above the USB C plug-in was loose and slides away from its intended spot. The cord already has a little bit of fraying and I haven't had them very long, maybe a week or two, and they get medium to light use. Ended up returning since they weren't the greatest quality/durability.
3.0 out of 5 stars;works well for a few months then dies;got the 3,3,6,6,10, and all of the cables broke after various time periods. some cables heat up when plugged in and generated heat in the brick/cable, others just refuse to charge.
4.0 out of 5 stars;not perfect, nothing ever is;"I've had these for a couple weeks now, bought them to go with a car lighter socket charger. They're kind of stiff but still flexible, they feel sturdy enough to last a while.Unfortunately, one of the 6ft cables was defective out of the package, even a slight flex drops the charging from ""fast charging"" to ""charging"" and no, it's not the phone's fault.It's not worth returning, the other 4 cables work great. Hopefully the defective cable isn't a sign of durability."
1.0 out of 5 stars;10' Cord Did Not Charge Phone;Do not buy. I should have heeded the advice of other bad reviews and passed on this product. I only used the 10' cord. While plugged in it turned on my charging indicator, but it did not charge my phone. I left it on my phone for an hour or so and the percent battery did not increase. Cords look and feel like good quality, but it just didn't work as advertised. Well, didn't work at all really. Spend the money and get a trusted brand from a trusted seller.
2.0 out of 5 stars;The number of stars is the same as the number of these cables that worked;If you order, test each one of them immediately.  I didn't realize that more than half of them worked until too late to return.  I thought I had a bad outlet until I tried the cables in a different charger/outlet and they didn't work there either.
3.0 out of 5 stars;At least 1 defective;I bought this multi pack. I expect to replace them every year or so, but have only had/used the 10ft cord a few weeks and it's already frayed at the connect and not fast charging. Others in the pack are still charging well at this time, but I don't expect them to last either.
2.0 out of 5 stars;Don't recommend;Two of them didn't even work
3.0 out of 5 stars;C port didnt stay in port, when you pick up;Port was falling out of phone when picking up phone.  So I tried my other c cords, this doesn't happen.
2.0 out of 5 stars;Great value but....;Update: 3 of the cords didn't work. Do not buy.One of the 3ft cable doesn't work, my phone does not recognize it( won't fast charge). Tell me to check connection. The other one is working fine according to my wife. I haven't tried the rest of the cables. Great value as you get 5 cables.
4.0 out of 5 stars;Fraying;Fast charge. Threads fraying at the bend closer to the phone. Visible pattern I like.
1.0 out of 5 stars;Garbage;I assumed I screwed one up so I grabbed another out of the box and it too was barely charging. Thought then my charging port was going bad... But it wasn't. Tried different cable and the phone charged fine (fast charge). Tried these cables on my wife's phone and they did the same thing on hers (slow charging). They do work... Just not as expected.
2.0 out of 5 stars;The connection ends are stiff and breaking;"The media could not be loaded.
                



 I suppose to the price I paid it's not too bad. However there is no soft rubber sleeve protecting the wire that goes directly into the connector.Mine are beginning to separate and fray. The wire itself and connector tips are made of a very stiff and hard material. There would be no way to fix this. I would have to order more."
2.0 out of 5 stars;Not a fast charger....;So after buying these cords to travel with I am pretty disappointed. They are plugged into my factory Samsung charger base and I even tried my other one as well... As you can see from my pic it's not at all a fast charger
5.0 out of 5 stars;Good quality and excellent customer service.;I've only had these cables for a short time, but these appear very sturdy. They should last much longer than the normal plastic or rubber cables you normally get when you buy an electronic device. The variety of lengths match my needs well.One of the cables in my package wouldn't stay connected to the device because the metal sleeve was too close to the end of the connector. I sent the seller a message about the problem. The seller responded very quickly and I had a replacement within two days.
4.0 out of 5 stars;Great customers service.;Worked great for first 3 weeks and then cable started to have issues at both end of plugs cause the cables to stop fast charging.Update: was contacted and offered a refund along with an apology for the products to working out as planned. Was very happy with the quick response and great customer service that I will be buying from them again.
2.0 out of 5 stars;Disappointed;These cords do not seem to connect securely and the charging ability is not guaranteed. I'm disappointed.
1.0 out of 5 stars;Avoid the quality of these is shameful and they quit working after just a few days of use;This was the worst set of charging cables I have every ordered.  Each cable only lasted a few days before they failed to transfer a charge.  The connections on the USB side seemed loose, but still the cables worked initially, but after a few days is was like there was a wire broken.  If you played with the cable, a charge would commence, but if you let the cable go, it just stopped.  DO NOT BUY!!!!!!!
3.0 out of 5 stars;Worked great at first.;I really like the variety of lengths for these cables. I have one I take in other vehicles and another I keep at work. But I've only had them a little over a month and the one I keep at work (which I haven't used much at all) is barely charging my phone now. I've brought an unused one from the same pack to see how it performs. They seem like they would be pretty durable but I don't know why the long work one is charging so slowly now.
5.0 out of 5 stars;The are excellent quality!;The cables are excellent quality, beautiful, they fit perfectly with or without the phone case, and looks like they will last forever.This seller has the best customer service ever, I had a problem with one of the 6ft cables, so, they sent me an extra set of cables for free. I definitely will buy from this seller again
2.0 out of 5 stars;Low charge on 3 amp charging blocka;My Galaxy 8 phones report low charging power even after I bought brand new 3 amp charging blocks. The losses in these cables is way too high. But they did arrive on time and look good, thus the 2 stars
3.0 out of 5 stars;Work well for a month;I've been using the same cable to charge my phone by my bed, a spot where I'm not really moving my phone or the charging cord and it already struggles to keep a connection It will repeatedly connect and disconnect. I have changed the charging port, same. And I don't run into this issue w other similar cords
3.0 out of 5 stars;Not compatible with my car;While these cables are a good value for quantity of cables, I'm having some problems using these for data. One of the 3ft cables works for Android Auto in my Ford Focus, none of the cables work in my wifes Hyundai Kona. It's possible that the Kona doesn't conform to some standard, I suspect it's this cable since none of the previous cables we've used in our cars had this problem. While I've had to buy brand name cables to use for data, these will get distributed around the house for charging purposes only.
5.0 out of 5 stars;great customer service!!!!;So far,  having only received them yesterday,  these seem like a great product.  Out of the box,  one of the cables had a manufacturer defect,  which I reached out to the company that makes them,  and within 2 hours on a Sunday,  there was resolution for the broken cable,  kudos for the customer service.  I prefer to give the company a chance to rectify the situation,  which they certainly did so
2.0 out of 5 stars;Ok for the price;Same as the other brands.  Braided doesn't make a difference.  Will work for a little while, then it'll just stop charging one day.  Pros: it's cheap and different size lengths come in handy.
2.0 out of 5 stars;Nad connections;Have to have the cord seating a certain way in order for it to work properly. Really annoying using in my car to connect to my car and either getting error message or it disconnecting and reconnecting multiple times
2.0 out of 5 stars;Joke;If you think this is any good, this is what it looks like after one week. The material made look good on the outside but it is nothing but cheap Braiding on top of cheap material. Every single cord is broken now. Save yourself some trouble and don't order this.
1.0 out of 5 stars;None of these chargers work at all.;I had not yet opened the pack yet but now that I did, one by one trying to find at least one that worked and none of them are. Other chargers are working on my phone but they are in their last legs so a new one would've been nice, but no. Out of the whole pack, nothing.
3.0 out of 5 stars;Bad connections? I don't know. Charges at regular rate but not fast;Bad connections? I don't know.The reason I got this, it was on Cyber Monday and couple of cables for a decent price.Am I happy with it? Not really. None of my fast chargers are working with at least three cables, of the bunch so far. The connection at the non-C side is very loose, jiggles a lot, and comes out very easy.The C end works, well, fits like a dream.The cord management cable is a nice bonus.
1.0 out of 5 stars;It plugs into the device and not much else;I ordered this in order to charge my most basic devices.  However, while technically it can charge devices It can barely maintain its current power level. For instance my phone's at 3% I plug in my phone while it is still on have no apps open does not charge beyond 3%. This includes Using the device on multiple power bricks. Would not recommend will not buy again
4.0 out of 5 stars;Do not fit my phone;These did not fit my phone.I type in my phone model for the cord that I need. These are not the ones. I have no need for.  And would to send them back.
2.0 out of 5 stars;Good cost but bad charging capabilities;"I bought this charger set because I liked the size and number of chargers I was getting for the amount of money I spent on it. Although the cable is made out of sturdy nylon, the actual charger always had my phone having the following message pop-up: ""please check that the cable is properly connected to your phone""... even though I could see that it WAS connected, and with it being type-c and all, it wouldn't have mattered which side was up or down. Overall, it's obviously worth it to spend the money it costs to buy a one or two-set rather than this type of bigger, but not functional, charger set."
4.0 out of 5 stars;Flexible & fast charging.;Fast charging, flexibility, & different lengths. That's what I liked about this package.
3.0 out of 5 stars;okay i guess;I really only gave this a 3 because the durability is thier. they are strong and long.. but honestly they are not fast charging cords and takes for ever on my galazy s10 ultra . also i cant use them in my car for android auto.. i had to go to att and get another one of thier cords
2.0 out of 5 stars;A COUPLE DID NOT WORK;SOME DID NOT WORK
2.0 out of 5 stars;3 of 5 lasted less than a year.;Only 2 still work, no signs of pinched or broken wires or connector points. updated 9/1/22
3.0 out of 5 stars;Sucky cables;With all the good reviews, people must have not waited a little bit to write them. 2 out of 5 cables don't make good contact in the charging point on my phone. Its the cables because I had others try it on their android phone which it didn't work for them either. 2/4 cables work great. And I haven't tried the 10ft cable yet.
3.0 out of 5 stars;Bad quality cables, don't work properly - UPDATED;They seem to be built well, but in the 5 pack I got, 2 didn't work at all, and 3 only worked one direction, which if you know anything about USB c you should know that it's reversible. Wouldn't recommendUpdate: they reached out and refunded me, and sent new cables. After using them for a couple days, they all seem to be working except for one that only works one way. Changed my rating to 3 stars
2.0 out of 5 stars;Lasted less than two months;I bought these cords at end of March and three cords have already stopped working. I considered it was my charging block after two cords stopped working one after the other but the cords did not work with my new charging block that works with other cords. These chargers are not very durable.
4.0 out of 5 stars;Good value;So far so good
4.0 out of 5 stars;Fast charging, but useless for data.;Fast charging, but useless for data.
3.0 out of 5 stars;The short ones worked;All but the 10ft er  or longest one worked....so it could be I got the one bad one....or it's a hit and miss product.  Use caution
3.0 out of 5 stars;Broken Already;Not quite sure how long I've had these, def less than a year. The two I use most often are broken already. I know these things are inexpensive, but I'd like to think I could get a year out of them.
3.0 out of 5 stars;good charging cords, except one was broke.;charge great, and sturdy, however, one of them was broke.
2.0 out of 5 stars;slow charging long cables;the longer cables to to charge well with 5v input.  works ok with QC but not the best.
1.0 out of 5 stars;Garbage;The insanely long charging times made these almost unusable but since they stopped working I guess that's irrelevant.
2.0 out of 5 stars;You get what you pay for;I like charging cables like these. The cables are less likely to snap due to the fabric/rope wire covering. The different lengths on these are good too. But you do get what you pay for. These are pretty cheap so naturally none of them lasted very long. They all somehow lost their fast-charging ability on my phone after 3-4 weeks of use. I bought these 3 months ago and none of the cables fast-charge anymore. They all take 8hrs to full charge my phone which is insane. I know it isn't a problem with my phone since every time I change to a newer cable, it fast-charges. I wouldn't recommend it as your main charging cable but they're good if you want to have spares for guests, leave one in the car or just in case your main cable dies.
3.0 out of 5 stars;4 out of 5 isn't bad.;"One of the 6.6"" cables has taken a turn for the worst. I only use it twice a day, three days a week for work, so this came as a shock. The other cables have held up well enough. Worse things have happened though right?"
3.0 out of 5 stars;Only one fast charges;Out of all the chargers only the longest one fast charges. All others are extremely slow. I tried different outlets and different boxes
3.0 out of 5 stars;Day 2 and one of the cables is messing up;Only been using these cables for 2 days and already 1 of them will not charge my phone if I'm using it. There seems to be a bad connection as it'll ding to say charging and stop, and ding and charge again. Very disappointing! The type of cheaper cables usually last a year before replacement, not 2 days.
1.0 out of 5 stars;Defective items, not cost effective to return;Two of the cords do not work and one has a loose connector. I don't have a UPS store nearby to return. It would cost more in gas and packaging than the original cost.**Update** None of them work after a few months!!
4.0 out of 5 stars;Slow charger;It's say fast charger but it's slow.
3.0 out of 5 stars;Didn't work with Onstar;These cords are very sturdy and durable and I love that they come in different lenghts....but....they will not work my Onstar and Android Auto.  I had to go out and buy a different cord so that I could use Google maps and Amazon music in the car. Now I just use them to charge my phones
3.0 out of 5 stars;Good but....;One of my cord cover started to fray and will only charge if it's plugged in to certain way. Another one has a loose cover over the phone plugged of the cord. I do like them, just wished they weren't falling apart.
2.0 out of 5 stars;Didn't last as long as would have expected;I purchased this set of USB cables over a year ago, and ultimately stop using them because of issues. We used them in the cars, and had issues with them disconnecting from the phones when driving. They worked fine to charge and transfer data when sitting still on a desk, but were not as reliable as would have expected.
2.0 out of 5 stars;It does do fast charge, but stops working soon.;I've had them a little while and they don't charge anymore unless I wiggle the part that goes into the phone in just the right position. Other cables don't have this problem. Except for other crappy cables. Don't bother.
3.0 out of 5 stars;To be expected...5 cords for $11;To be expected...5 cords for $11 - some worked, some didn't. Two of the cords were complete duds, my phone continued to lose charge when they were connected. 3 worked. So I got each cord at around $4. Do the math before you buy.  These aren't a deal.
2.0 out of 5 stars;Do not last long;At first we liked these. but after only 4 months, they were fraying and 1 month later, they no longer are fast charging. 😔
5.0 out of 5 stars;Very durable. Same power and speed as originals;Great cables. Way more durable than stock cables. I'm very rough on my gear and these are still going way longer than a regular cable would. I'm replacing all my other cables with these. You get the same charging power and speed than original cables.
2.0 out of 5 stars;Not a quality product.;Definitely NOT fast charging. One didn't work at all right out of the package, and 3 of the others have bad connections or something. No matter where I use them, you have to play with them to keep them connected. Any movement and they go on and off.
3.0 out of 5 stars;Bad cord outta the gate;"One of the 3 foot cords, right out of the box, was no good. Derated immediately. Went to, ""check your connections"" display on phone and charged at a very slow rate, had to dispose of. Others seem to function properly, but I have little faith in longevity of this product."
3.0 out of 5 stars;Did not work for a month;Unfortunately,  these worked great for about a month then the cell phones quit being charged. Too late to return them so my loss.
1.0 out of 5 stars;The cords do not work.;After testing out all of the cords, we found that only half of them work. Both three foot cords work. One of the 6 foot cords doesn't work, and neither of the 10 foot cords work. Unfortunately I didn't find this out until I packed one of the cords for travel. And I had to repurchase a cord while traveling because these failed me. Very unhappy with the purchase and I threw away the packaging so I can't return the item.
4.0 out of 5 stars;Charger;They are coming loose already at metal end
3.0 out of 5 stars;Not fast charging.;Durable chargers and the material seems like it would hold up for a good amount of time.  The reason for the low rating is because they don't provide fast charging.
3.0 out of 5 stars;The charger cord looks sturdier than it is actually;I like the selection of lengths. I dislike the lack of durability under normal conditions. The fabric coating began to shrink away from the contact and then the cord started to split after 2 months of regular daily use.
1.0 out of 5 stars;Don't waste your money;They don't do a fast charge
4.0 out of 5 stars;As described;As described
3.0 out of 5 stars;Doesn't work when my phone case is on;The chargers themselves seem fine. However. they cannot fit through my otterbox commuter case to properly plug in my phone and charge. Don't see myself taking my case off every time I need a charge, so I'll be passing these along to family.
4.0 out of 5 stars;Durable and reliable;Great durability
3.0 out of 5 stars;Started out wonderful but now not so much;Started out a very good deal I thought but after a couple weeks of being used all but one cord no longer capable of fast charging my device and 2 have started to unravel not worth the price in my opinion
1.0 out of 5 stars;1 cable lasted less than a week;Update 1/20/23: I only have 1 cord still working. Do not buy these cords. Do not buy these cords. The poor, intermittent connections these cords give while they die a quiet death have given me more frustration than any man should have to deal with in a lifetime. Save yourself, don't buy these cords!Seemed like decent cables. 1 cable lasted less that a week, the usb c connector basically fell apart and no longer connects to the phone. We'll see how long the others last
3.0 out of 5 stars;Decent but not anything special;The shorter 3 foot cables have the wrap falling off of them, so you see the white cable underneath. Also they charge a bit slower than other cables I have had. Decent product overall
3.0 out of 5 stars;2 have failed already;Seemed nice, flexible and handled high speed charging. But now 2 have failed so they aren't lasting very long.
2.0 out of 5 stars;It wears out pretty quick;They were great at first, but a few weeks in they started to lose charging capabilities. They started charging very slowly... I wouldn't buy these-
2.0 out of 5 stars;Wears out quickly;I would have preferred one good quality charger to a handful that break after a few months.
2.0 out of 5 stars;I would avoid them.;It came with 5, as I started using them over time I found that 2 of the 5 didn't work from the beginning. Then a third one stopped working on me. The metal housing around the USB-C side is also prone to come off. I never thought that third-party cords would disappoint me, the price savings for these is not worth it in my case.
1.0 out of 5 stars;would NOT fast charge my Pixel 3XL;Most of the positive reviews have got to be fake or else the seller I ordered from is sometimes swapping garbage counterfeit cables.Using the fast charge wall adapter, these cables would only charge my phone at regular speed, even though the advertisement clearly says they are for fast charging.After a week (two weeks at most) they would only slow charge the.  After a couple more weeks they stopped charging all together.  They must have very poorly soldered connections.  Complete garbage.Now I have to buy new cables and this time I'll spend more money to get better quality, which is what I should've done to begin with.  I shouldn't have trusted the reviews saying they were good cables.
3.0 out of 5 stars;Slow to charge and Google phone doesn't respond unless manually set every time plugged in;Very slow charge and my google pixel3 gets hot. Also, it doesn't auto charge - every time you plug in you have to go into your settings and flip/flop how your phone relays through this cord for it to receive power. Wouldn't buy again.
4.0 out of 5 stars;Good seller;Good value for the price.
1.0 out of 5 stars;2 of them dont work;2 of five dont work
5.0 out of 5 stars;Well Worth The Money;These cables are worth the money. They are well built and durable. I purchased 2 sets to charge my wife’s and my units. I put one in each car, by the bed, and in the living Room.
5.0 out of 5 stars;Best stocking stuffer;Best gift for the wife that always loses her charger cables..... this comes with a bunch so I figure I would have at least a couple months before she would lose them all and starts using mine again....
5.0 out of 5 stars;Very well made, Excellent value;High quality cables! The only negitive is the outer covering is ruff/coarse and will snag on carpet or furniture. These work great and are very well made.
4.0 out of 5 stars;Buena compra a un buen precii;Funciona correctamente
3.0 out of 5 stars;Not as advertised;"Not actually braided, just a braided cover. 1 month after getting these the cover is already coming off. Sometimes have to ""flip"" the charger over for fast charging."
2.0 out of 5 stars;Just frustration;"Just an honest review. I dont recommend this purchase. You only get what you pay for. 2 out of 5 currently working. The 1 that I took to work for my desk never worked. Coworkers laughed ""you got 5 changing cables and paid how much?"" This item was purchased on October 11th I'm sure it arrived 2 days later. (Got to love Prime shipping) today's date is December 3rd and I'm back looking for something that will hopefully work little longer.At $2.18 a cable. You'll always get what you pay for."
1.0 out of 5 stars;Quality;Cord did not charge! Poor quality
3.0 out of 5 stars;Disappointed;was hoping for a better result.  cords fraid after a couple of months and longer cords did not deliver consistent charging.
5.0 out of 5 stars;Very happy with product;The cable cords arrived quickly and have met our needs quite well. It's nice having different sizes/lengths for the car, computer and charging station to fit our various needs
3.0 out of 5 stars;Not worth it;They really don't last very long.  I've gone through 2 in 6 weeks.
3.0 out of 5 stars;Durability isn't there;3/5 of these cords no longer fast charge. It's been a month and they're basically useless already. It shouldn't take 4 hours and 36 minutes to charge a phone.
3.0 out of 5 stars;Slow charging.;Charges slow,
1.0 out of 5 stars;QC seems to be Hit and Miss;Update (3/14/21): The other 6.6ft cable has stopped working and is falling apart. Leaving me with only a 3.3ft and a 10ft cable that works. It has been a month from my original purchase, based upon my experience with the cables, I would suggest steering clear of these.____________________________________2 of 5 cables did not work out of the box (a 3.3ft and a 6.6ft). The other three cables work fine, sometimes they need to be replugged in for them to actually connect and charge. The braided exterior is a nice feature to help stop kinking and breakage. That being said with only 60% of the cables working, it seems hit and miss with quality...Also none of the cables charge in the work trucks, frequently connects and disconnects then gives up. Tried them in 2 different F-150s, a Ram 1500s, and newer Jeep Cherokee. So I ended up having to buy a gas station charger cable...
1.0 out of 5 stars;Garbage;I never leave reviews but these are trash. Had them about a month and they are all fraying and falling apart. The kicker was when my phone actually alerted me by message that the charger was slow. Spare yourself and buy elsewhere.
1.0 out of 5 stars;Only 3 work;Only 3 do fast charging and the other two which were one of the 6ft and 10 ft cord.
2.0 out of 5 stars;No duran nada;No sn buenos.Se parten enseguida y no cargan
2.0 out of 5 stars;STIFF!!;Very stiff cord!!! Charges well.
2.0 out of 5 stars;Slow charge;I can leave my phone plugged in overnight with these chargers and still not be at 100% battery. I have another charger from a different company entirely. That charger charges my phone at a normal speed so I know my phone isn't the issue. I wouldn't recommend these chargers unless you typically SEVERELY overcharge your phone.
1.0 out of 5 stars;Not acceptable charging for my phone;Bought these cords to charge my phone and tablet. The cords tried the different lengths but they didn't put the phones in charging mode. Returned the cords will never but these cords again. I would not recommend them to anyone.
3.0 out of 5 stars;4 cables came as C ... the other one came as micro usb;I'll keep only because I have a Nook I can use the micro usb on
3.0 out of 5 stars;one of the 3 ft cords did not work;one of the 3 ft cords did not work
1.0 out of 5 stars;Sucked and fell apart!;These chargers are the worst. The chargers in the first pack started falling apart after a couple of days to the point that the wires connected to the charger piece were exposed. I requested a replacement and the same thing happened. Do not buy these charger cords. They are a fire hazard and not worth a penny.
3.0 out of 5 stars;Poor for traveling;These do not hold up well for traveling.
3.0 out of 5 stars;Missing one cable? But good stuff;Pretty decent cable but 3 stars cause I only received 4 cables instead 5. Thick cables and fast charging .so far so good.
2.0 out of 5 stars;NOT a data transfer cable.;The cable charges fine, but my laptop could not see my phone even though it is hooked up to it and charging. I bought these because the description says it's a transfer cable.
3.0 out of 5 stars;Not fast charge. Good vendor communication, though;NOT fast charging cables. Don't work with android auto.However, the vendor was great at communicating, and gave me a refund for my troubles.Wouldn't recommend the product, but the vendor was very apologetic.
2.0 out of 5 stars;Short lived;Used this cord in my vehicle and only a short time later it started having issues. Slow charge and no data transfers.
3.0 out of 5 stars;Not so good;2 of the chargers didn't work and the rest didn't last long
3.0 out of 5 stars;Durable but not fast charging;They don't fast charge my Samsung s9.  They'll last, they're sturdy just not handy to have to wait 15 minutes or more for 2 or 3% more battery life.
1.0 out of 5 stars;Literal trash;Half the cables didn't even work. Not only did they not fast charge they trickle charged so slow my phone was dying faster than they charged
1.0 out of 5 stars;junk!;"Kept the 10 footer in my luggage. Never used it at home. Same for the 6.6 footer ( wife's suitcase). Used both cords less than a dozen times. BOTH cords failed at the ""C"" connection at about the same time. The only positive thing is they were inexpensive. I guess you really do get what you pay for."
1.0 out of 5 stars;3 cable no connectivity;Right put the box, neither 6ft nor the 10ft cord work. Complete trash. Don't waste your money, these 5 cords are a waste of time.
1.0 out of 5 stars;Do NOT buy this garbage;4 of the 5 stopped working and the last one is about to fall apart only after 1 week of use.Do not buy these you're wasting your money and time. I was not given an option for refund. They wanted me to send the cords back but I threw them in the trash so I couldn't return them.
5.0 out of 5 stars;Awesome;Hi! Just to say that the product is as advertised. Looks good and durable! Definitely recommended!
1.0 out of 5 stars;Not fast charging;I wanted to believe they would be perfect. But after about 2 weeks, I realized when I had something plugged in, I was still losing charge. It's obvious that there's no fast charging. You can also check the device and it will show you whether it's fast charging or not. I just tried it again tonight and with 40 percent battery left, I plugged the cable into a portable battery pack (it charges every other item I own without any problems). After. 20 to 30 minutes, the device powered off. Needless to say, I wasn't too happy. I haven't written many reviews, but I felt obligated to share this so no one else. Gets ripped off.
2.0 out of 5 stars;Slow charger;Too slow
3.0 out of 5 stars;You get what you pay for;Work for a bit...then break or bend and stop charging the phone.
1.0 out of 5 stars;Not A Long-Term Item;I bought these in February 2021 & as of today (07/31/2022) none of these work properly. They all appear to have some kind of short or something. They either don't charge at all or you have to move the cords around to position them in order to semi get a connection. Very disappointed.
5.0 out of 5 stars;Wears out quickly;Did not last long at all, short in the cable in 3 of the ones I bought.
2.0 out of 5 stars;Poor quality;Cords are already fraying after 1 week.
2.0 out of 5 stars;Works, but they don't last long;I bought this pack of usb-c cables in October, and I 4 of the 5 have already broken. I only use one cable at a time, and at best they last 2 months before they either snap or break. I am not rough on them either. I assume in 2 more months the last of the 5 will break and I will have to buy new cables again.
5.0 out of 5 stars;Great cables!;These cables are just what we needed.  2 Fast charging cables for the car and 3 cables for the house.  I prefer fast charging, braided cables and these cables are perfect.
5.0 out of 5 stars;You can never have enough chargers;Love these chargers. At this great price I have them in every room and every car. Never had one fail or break.
2.0 out of 5 stars;Metal cover comes off of the type-C side easliy.;These cables take effort to charge your phone properly with fast charge. The outlets were tested and are fully functional. Possible defective batch of cables. The 10ft cable does work fine.
3.0 out of 5 stars;Not as fast as I had hoped. Less that 50% as fast as the original phone charger.;But the build quality seems quite good and the lengths are great.
3.0 out of 5 stars;Not all cables worked;They look and feel good, but several of the cables did not work.
3.0 out of 5 stars;Just a cable, noting exceptional;One of the cables was damage while in shipping. Other than that they are decent
2.0 out of 5 stars;One charger (so far) dose not work;Just received the cords and one of them dose not work. And i can not find the contact info for the company.
2.0 out of 5 stars;Not what I expected;The main reason this was ordered was for the 10 ft chord.  The other four work well but the ten foot did not work at all!  So, if ordering for the long chord, you may not get what you want!!!
