Text,Rating
work phone thought would nice cord could use phone none work phone house phone thought many cord many phone odds good seller never notified put back box lost fault never got exchange refund reason giving star instead one,3.0 out of 5 stars
great hope use ipad lot plugged standard charge cable would hold well love swivel feature prevents cord getting constantly bent wearing however magnet strong enough keep cable attached keep falling away small bump also cable charge slowly week speak durability far good,3.0 out of 5 stars
love bought several gift problem given gift others know install guide come,4.0 out of 5 stars
mainly bought plug protecting charge port lot running cycling make easy charge long run ride sweat bought month ago advertised data transfer nd reason got added reminder data transfer product description assume lot angry review fast charging kind work amp charging block anything lower slow charge say great charging running cycling light p controller,3.0 out of 5 stars
magnet work great connecting cord brilliantly simple cord length assortment excellent number variety tip sufficient fast charging samsung note plus cable seem little lightweight time tell durability flexible covered braid light magnetic end welcome feature always know cable power make easy find dark definitely bright would issue dark bedroom overall pleased cable operate also disappointed lack fast charge support described considering returning due,3.0 out of 5 stars
best phone today weakness charging port one hand stroke many year ago extra hard part help easier flawed part assisting electronics correct port fire tablet chargeable vape pen thesetype charging cable automatically included every cell phone instead crap one come,5.0 out of 5 stars
well made long enough connector tip would effective stronger magnet star either way better others,4.0 out of 5 stars
package included enough cable plug in justify value expected magnet considerably stronger connection way easy break free also using connection seems lose certain functionality specifically android auto allows onscreen navigation seem work connected via magnetic charging cable major iissue,3.0 out of 5 stars
like glow blue powered charging good magnetic charger little bump pull magnet detaches easily stronger connection magnet would amazing set charging cord different length many magnetic tip device tip come convenient container get lost overall great value great purchase,4.0 out of 5 stars
like fact magnetic come many interchangeable tip hate fact advertised fast charging simply passive cable powered measure hooked v battery cable plugged samsung charger anker charger ups charger every cable foot cable foot cable slow charging device battery charge actually went writing charging phone cable returning fast charging product description outright lie yes phone original ac power adapter magnetic charging cable,2.0 out of 5 stars
charge super slow prob integrated light stealing power,3.0 out of 5 stars
amazing iphone wife samsung thanks use charging cable car year old easily charge tablet wife use cord kindle phone us amazing device well worth purchase getting another bundle,4.0 out of 5 stars
like everything length charging time durability come enough c type plug product great highly recommend,4.0 out of 5 stars
hooked cable android item since left cable fit nothing gave friend iphone fit phone would charge start draining battery quite possibly older iphone caused problem know occurred last cable useless would preferred received android,4.0 out of 5 stars
junk reason wanted need replace broken charger really liked first thought awesome last forever compared plug charger one get issue silver finish round magnet believe also ground wear wear stupidly quick charger useless though hook charge included photo may able see darker grey ring around outside magnet contact piece plugged device ring get worn charger longer work one last long happens little plug piece wear also ever wear first need replaced first happened plug phone plugged another second wore pretty quick worked point fell got lost started using p controller finish magnet cord wore would charge cool sure would buy,2.0 out of 5 stars
tired replace lightning cable iphones contact getting worn longer charged review product looked good product work decently first started notice magnetic strength decreased making solid contact harder maintain last week phone barely charge aka night,3.0 out of 5 stars
long swing device around cable stay connected device would like stronger magnet also adapter plug charging port hard get decide use cable best use otherwise pleased really rate durability yet,4.0 out of 5 stars
one magnetic plug came broken several use otherwise good product,4.0 out of 5 stars
worked couple day stopped working reason,3.0 out of 5 stars
bought cable use phone car plug phone contact one side either charge stream music simultaneously little disappointing plug fit phone snugly easy switch around either purpose long road trip using navigation streaming music would nice able charge phone time,3.0 out of 5 stars
work charge easy connect held intact magnet strong enough keep suspended hanging durability look tough enough early say,4.0 out of 5 stars
seem work pretty well definitely make sure use case ipad case work one thing like son tablet compatible know kid sometimes run rip get loose well take away problem walk away automatically unmagnatizes would prefer blue light though least turn using portable charging box blue light drain battery,3.0 out of 5 stars
ordered usb c micro head put every rechargeable item like p xbox controller mouse keyboard etc wire item digging around right cable,5.0 out of 5 stars
overall really good generous cable size tip run formal test mainly using cable keep steel series arctis p charged seems work well enough biggest issue regret good know getting power blue ring light much bright going tape write marker next time get set light something,3.0 out of 5 stars
ordered three really like way work even given friend today noticed one working seems pin corded part somehow worn away longermakes contact hope fluke since using exclusively charging device,4.0 out of 5 stars
four cable three worked fourth one pooped two us,4.0 out of 5 stars
happy cord overall beware though description say cord come tip ipad none older ipads like ipad wide plug description tad misleading pleased utility quality cord nice lift cord toward device snap attache much better fussing side go micro usb difficult see especially low light,4.0 out of 5 stars
got charger hoping wiring durable led lit case break early say charging time faster charger magnetic connection cord phone port convenient connection easily broken short cord good experience product,4.0 out of 5 stars
short medium cable charging decent speed longer one slow also make much light sleep room charger magnetic gimmick fun helpful time phone us usb c headphone us lightning older device using micro usb,3.0 out of 5 stars
loved product still use daily charging micro usb device week used charge usb c phone piece phone broke thought must hard put one adapter day later broke half well would easily star product usb c adapter keep breaking,3.0 out of 5 stars
convenient easy use,5.0 out of 5 stars
thought needed first great week cord stay charge fall magnet lose power cord getting loose lighted magnetic end move end get start charging good idea poor quality,3.0 out of 5 stars
love concept charge device quickly think phone charging hour barely got battery life also given concept remove cable leave charging jack port mean take fingernail remove jack port need use different cable jack small came small plastic container could easier lost especially someone fidget phone anyone pop socket understand tempted pop free without thinking potentially lose come jack type still biggest disappointment inefficient charge speed cable set aside case using everyday charging recommend,2.0 out of 5 stars
excellent charger charger j crown fine charger port adapter even fit otterbox case wich shure nice perfect mobile life style delivering uniform could use slightly stronger magnet strate connector tent pop right bumped much box van delivers tends bounce bit great product,4.0 out of 5 stars
maybe cable charge forget rest like extra magnetic plug included convinced product good,3.0 out of 5 stars
month usbc head stopped working damage head failed charge thankfully came two stop working need either find head get charger charging coupling get warm hot charging definitely slower cord love idea protect charging port need work longevity product,3.0 out of 5 stars
cord make charging phone car easy look go also charge phone fairly fast really great except fact work warehouse lot little bit metal find way magnetic piece hard get pro prof strong magnet con obstructs charging capability,3.0 out of 5 stars
might seem lose attached piece go phone fall phone find one work floor car also slower charge trying durable one piece product great concept need snug fit,3.0 out of 5 stars
wanted magnetic charger android auto cord work android auto excellent fast charging durable ft cord used,4.0 out of 5 stars
great kit everything need get set charging multiple device quality seems good look nice blue light cool look however issue bright forcing unplug nice bright sleep maybe light turned connected phone could help also samsung show fast charge connected fast charge adapter,4.0 out of 5 stars
moon initially really like use cable different device downside magnetic hold strong enough charging device moving around work charging phone xbox controller still using slight movement would cause cable unlatch happened le often sideways l style charger happening often keep,3.0 out of 5 stars
excited get cord perfect length needed car issue lightning port face certain way connector one side face back iphone charge fine connect head unit use apple car play think need connector side lightning connector make car play work need magnetic charger great something transfer data much disappointing also see review working car play,3.0 out of 5 stars
concept item amazing many different charging style cover pretty much device may need disappointment cable supposed ft long maybe inch useful since usually always inch outlet floor table,4.0 out of 5 stars
pro cable adapter included easy use light indicator also con letting know actually workingcons blue light indicator bright especially dark room trying sleep fast charge,4.0 out of 5 stars
great solution people often walk away phone hand forget charging cord still connected piece attach phone snap nice securely allowed u one cord car three different type phone instead searching three cord far seem durable enough update post end case complaint charge work data transfer taking star believe would difficult implement technology universal setup update two month cable longer work right magnet still attach cable consistently charge phone screen touch sensitivity also act funny responsive using cable soon disconnect screen return normal however experiencing symptom normal charging cable suspect bad quality control cheap construction led short inside somewhere hope phone damaged,1.0 out of 5 stars
received charging cable excited try set home office car adapter fit even phone case drawback report cable fast charging,4.0 out of 5 stars
durability cord last year bought second set first main cord use starting act funny,4.0 out of 5 stars
happy performance product iphone x ipad pro ipad mini macbook pro charging using magnetic charging cable work like charm really like worry damaging device accidentally knocking ground wish would work carplay,4.0 out of 5 stars
foot cord work charge phone shorter cord,2.0 out of 5 stars
love idea behind cable charge love come different size many adapter charge well light charger light blocking curtain sensitive light issue recommend lucky enjoy,4.0 out of 5 stars
liked different cord tried charge phone would stay little stop charging would unplug wait trying,3.0 out of 5 stars
actual product great almost bad cord prong charger mount anything like mine let know experience issue flush connected suppose able twist stay contact nopeeee mine like shot get like bomb kove messaged issue seller seller asked provide footage issue done nothing answer everyone going back old charger,2.0 out of 5 stars
initially purchased worked great magnet made easier kid charge ipad easier plug dark night set came adapter could used iphone ipad wire one adapter came damaged never worked worked le month husband also bought set total adapter last adapter device need purchase new charge le month later expect last adapter work another week dead would save money,2.0 out of 5 stars
convenience nice probably buy charge bit slower always make solid connection formed habit looking charge indicator device leaving time use progress connection get point cable side becomes le reliable lose contact even checking charging indicator device point cable portion need replaced,3.0 out of 5 stars
great need charge quickly lost one star find magnet piece go phone break fairly easily managed break although still charge hard keep connection give several tip son much issue something company might want look far making stronger,4.0 out of 5 stars
cord short ever use good leangth need inch charging cord,3.0 out of 5 stars
work everything sure device piece might tad short device connect,4.0 out of 5 stars
purchased three set past several month would say one third charging cable actually work rest charge slowly phone us power faster cable charge two third malfunctioning cable phone charge turned,3.0 out of 5 stars
loved cord minute read well everything good cord untill magnetic end pickup little piece metal everywhere happens metal connects negative positive magnet know better get small spark charge either cord go bad charged go bad speak first hand experience need buy new phone mine nolonger charge,3.0 out of 5 stars
pretty great buying even following negative sync charge small piece one iphone tip broke drop still usable even small piece missing well worth price continue use,4.0 out of 5 stars
good quality big variety use samsung iphone reason gave star use need android auto apple car app hav use regular charger cable remove magnetic tip easy otherwise good product,4.0 out of 5 stars
work may others would stay plugged phone case annoying plugged desk phone top desk magnet strong enough keep coming detached ultimately returned item seemed hassle anticipated,2.0 out of 5 stars
tech life kid husband break lightening iphone charge constantly heard via tiktok buy great price many get use charge iphones ipads kindles micro usb product worrying cord breaking plug portion cord port glow bright blue power might want bedroom night,5.0 out of 5 stars
great idea magnet strong enough stay connected,3.0 out of 5 stars
love cable work well make attaching cable much easier cell phone stand desk set phone stand cable snap right together without effort also make good dust cover charging port phone changed everything actively recommend friend time,4.0 out of 5 stars
seems much power used lost heat make slower charge probably double usual charge time plan use primarily sleep buy slow charge better battery otherwise try find efficient charger,3.0 out of 5 stars
product ok came chip different size longer cord got annoying charging cable rotate one plug directly rotating magnetic detach easily opposed rotating one side uneless carry exact cable able charge phone taking magnetic chip phone charge regular charger cable,3.0 out of 5 stars
received order seemed charge well expensive one bought first one used piece plug phone charging port came apart piece day since mostly used original one bought occasionally using gentle others fallen apart hopefully one defective piece update later needed guess price one break charge well enough fair enough,3.0 out of 5 stars
docking point led light super bright unnecessary super annoying night tape mine avoid piercing light work described massive upgrade constantly struggle get plug port also cord pretty useless unless charging phone next say laptop another would better,4.0 out of 5 stars
ft cord car inch short reach holder dang cord length good magnet strong would test hanging phone bummer pop time holding using plugged,4.0 out of 5 stars
like idea magnetic connection main reason bought charger dislike disconnect easily slight tug disconnected honest say phone protector get way putting pressure connection help love,4.0 out of 5 stars
really want like charger concept brilliant execution leaf little desired connection stay phone little large get past primary problem apple adapter fit even get son iphone tried force want ruin phone difficult mircro usb usb c work fine go apple connection,3.0 out of 5 stars
support apple carplay,3.0 out of 5 stars
charging power great convenient work well issue adapter chip using little good already apple adapter must buy whole new set get new adapter wasteful plug right angled good concept terrible good balance easily come moving phone wish longer cable came regular straight plug update july needed adapter made sense order new set unfortunately io device display accessory may compatible minute charge use io,3.0 out of 5 stars
like ability quickly easily connect disconnect swap component charge rate normal cable really handy car charge phone without distraction dislike blue light night bright dark room wish included adapter ran short micro usb adapter wireless headphone,4.0 out of 5 stars
love magnetic capability move tad item charge love blue light end make easy find also careful removing magnetic dock charging port item small hard find hit floor lol,4.0 out of 5 stars
like much,4.0 out of 5 stars
really like way magnetic tip click phone far working great,4.0 out of 5 stars
port eventually gone usb c port since purchase may month second time buying would really mind replacement tip expensive,3.0 out of 5 stars
android family device use type c connector really bought friend come use type c connector wanted something useful u friend could use well product durable work great problem piece plug device get stuck meaning done charging magnet piece strong enough pull part charging port device fairly small finger still hard grasp piece try get,3.0 out of 5 stars
le week using iphone plug stopped working everyday use phone plug two month one cable work anymore way,2.0 out of 5 stars
easy use take magnet phone use android auto expect lose lot magnet,4.0 out of 5 stars
absolutely brilliant concept paper one fatal flaw magnetic cable adapter charger work great device variety cable length adapter nothing charge magnet constantly attract fine metal dust particle fairly easy clean adapter end however cable completely different story dirt tends work way recessed point magnet easily cleaned,3.0 out of 5 stars
love charger convenient household device use different charging port able cord room used device convenient said one use living room bedroom wear quickly order set time main one work month go fast charger actually charging slowly drain battery power keep waking phone fixed product would perfect,3.0 out of 5 stars
cable supposed however magnet weak need attached anytime move phone outside annoyance cable work described,4.0 out of 5 stars
magnet hold well sit perfectly still okay slight movement cause magnet let go,3.0 out of 5 stars
great kid seem break device charging port cord simply insert magnet device port leave never worry shoving cord slot come several device port option cord length noticed change charging speed fast regular fast charging cord setup,5.0 out of 5 stars
bought charger hope would last longer power cord got half wish attachment plug device go certain way magnet charger go straight strong magnet degree angle charger bit inconvenient use straight charger car sometimes come undone problem attachment go phone quit working using month use one attachment month kind disappointed great hope cord paid,3.0 out of 5 stars
aside super bright blue light keep awake need dark room decent job blue light get bright keep awake cover phone charger order bright,3.0 out of 5 stars
light awesome different size every need spot scenario would need chip part commonly used item quick flip charge different device phone vape bluetooth speaker also night light blue indicator charger awesome touch well,5.0 out of 5 stars
like product say supposed gave many many different charging head one thing really dislike magnetic bond strong seen product bond much stronger,4.0 out of 5 stars
micro usb lightning ipad iphone dongle device end work one way found trial error garbage documentation faq least find anything say,4.0 out of 5 stars
like product one cable defective come magnet leaving unusable,2.0 out of 5 stars
better magnetic charger used far durability magnet strength cable genuinely pick phone magnet despite description saying fast charging anything slower standard mind ton fast charging deal breaker buy one magnetic charger may strong charge must faster decent product,3.0 out of 5 stars
pictured insert even work case,4.0 out of 5 stars
idea great even connected always charge bought set additional cable family help constant fighting usb port great idea unreliable charge fast,3.0 out of 5 stars
received order quickly one cord work reported seller received replacement work day pleased thie quick charging ease use would recommend cord would definitely buy seller,4.0 out of 5 stars
like cord work another set adapter phone device wish glow tried cover light bother night,4.0 out of 5 stars
cord good provide fast charging slow charge turtle slow useless take hour end charge maybe half speed third speed normal samsung charger cord purely charging data transmission magnet strong enough hold phone upside cord fall holding phone upside cable connected letting go see hold,3.0 out of 5 stars
item clearly say charge shut cell phone risk fire also left iphone seem charging iphone said charged checking several time charging shut iphone started charging iphone shut since suppose shut cell phone use cell phone entire time charging deal breaker anything tell cell phone fully charged cell phone check see cell fully charged others complain blue light end annoying bedroom night would nice light went cell charged still would buy charger cable unless care able use cell charging,2.0 out of 5 stars
cable great good variety good length etc problem take start star durability little insert first batch fell apartso far tiny magnetic disc piece crack apart simply come insert bought nd batch working okay far,3.0 out of 5 stars
tip charger break easily phone charge slow sometimes,3.0 out of 5 stars
samsung usb c cord pretty good iphone charger flaw work iphone,3.0 out of 5 stars
wish cable worked car instead keep getting error recognized charging device connect phone car play main reason purchase promise item,3.0 out of 5 stars
theory great would piece go iphone charging strip one side like regular io cable fully connects one connecting side go connection charge side could slam dunk unfortunate,3.0 out of 5 stars
overall good product great amazing great magnet charge like supposed like charge phone long keep dieing say fast charge original box,3.0 out of 5 stars
magnet strong cord length perfect cord reliably compatible magnetic charging wire charging take twice long wire bought straight chinese shopping site chargd phone twice fast recommend,2.0 out of 5 stars
strong charge slow,2.0 out of 5 stars
found cord stopped working period month last one gave month also made usb cube super hot v cable,3.0 out of 5 stars
always letting go connected phone charge device work cord basic block keeping trouble return,3.0 out of 5 stars
gave star rating magnet strong enough maintain connection phone constantly fall reattached quite annoying advertised description cord state phone held upside fall experience charge decently though would explore getting different brand stronger magnet,3.0 out of 5 stars
great product functional feature like magnetic attachment indicator light easy attach detach without loose nice variety cord length con inserting unit seems bit filmsy device leatherette cover inserted piece visibly protruding impact magnet part broke week daily usage,3.0 out of 5 stars
mentioned none cable support fast charging least samsung galaxy charge estimated take hour full instead fast charging deal breaker even though one one round tip allowing connect charger much easier magnet quite strong least compared one flat tip model used would pretty incredible product supported qc stick flat connector,3.0 out of 5 stars
purchase aware four cable come regular usb one end change end cable type connection expecting picture show able usb c connection end cable disappointed look like great solution looking,3.0 out of 5 stars
cord length great,4.0 out of 5 stars
like concept magnetic charging easy connect disconnect problem sometimes show phone charging phone taking charge dislike charge car using usb would also like able use phone feature like map displayed car screen,3.0 out of 5 stars
live easy magnetic plug love light end plug however tablet different kindle fire drain battery power much faster sitting idle ever since installed adaptor prior charge every day even use whereas could go day charge past,3.0 out of 5 stars
easy use come many piece go device charge fast original cord phone one adapter piece broke within week handy,4.0 out of 5 stars
like variety cord length blue light end cord make easy see however using one magnetic connector iphone fir two week started charge intermittently soon learned connector falling apart remove phone kept connector always phone due removing often guess removing occasionally would caused fall apart sooner since connector important aspect magnetic charging system recommend product,2.0 out of 5 stars
bough protect charge port getting plugged standardize port cable several device great standardizing port cable problem charge power pretty slow live though real issue cable fragile bought two pack cable gone bad tip connects phone get damaged far easily keep cable bent right work time stop working completely,2.0 out of 5 stars
charging transfer data phone vehicle android auto car play,2.0 out of 5 stars
adapter tiny easy leave device cord slick easy attach detach issue sometimes attach enough sometimes charge switching different cord tends fix think problem cord dirt quality design,3.0 out of 5 stars
used cord galaxy using anker portable charger wall wart advertised v accubattery app say device getting v watt advertised v watt getting power explain either faulty charging device faulty app reporting charging charging device faulty,3.0 out of 5 stars
trucker buying kind charger use charger charger get worn week use probably stabbing part charging pulling one right best one soft material wire prevent worn plus use one hand charge phone driving need two hand stab charging phone ridiculous love product,5.0 out of 5 stars
would great item instead good got rid obnoxiously bright blue led annoying unnecessary three star overall due bright led slight durability issue lightning connector wearing weird never get taken yet somehow wear,3.0 out of 5 stars
pretty neat gadget blue light way bright cover shirt something else trying sleep also difficult use phone case shave opening case order get thing also fairly difficult pull little tip phone charge phone albeit slowly pretty neat,3.0 out of 5 stars
using magnetic charger phone give notification device charging slowly,1.0 out of 5 stars
really like charging cable really nice able use cable across device however within week two cable charge trickle taking upwards hour charge phone power husband switched back usual charging cable hoping last two cable died u quickly would happy purchase,3.0 out of 5 stars
led light turned night want sleep ft cable angleg plug wich usefull instead ft stright plug perfect power souece cable,4.0 out of 5 stars
read review description cable said charged iphones ipads quickly also found article listed top ten magnetic cord rated disappointed product take forever charge ipad little quicker charging iphone would returned town could stuck two set,2.0 out of 5 stars
love magnet really make charging easy take away one star due added light way bright night like flashlight time good dark bedroom,4.0 out of 5 stars
charge older phone mini ipad error statement given unit support device battery light cord attached magnetic also rotated tab unit thought tab damaged bad still charge pad tab placed charging port easily removed separating tab cord mini ipads still require traditional cord grandson similar magnet cord another manufacture work pad,2.0 out of 5 stars
good quality lot different length cord take forever charge phone,3.0 out of 5 stars
work intended plenty extra tip note lightning tip one sided directional small tip keep track best solution,4.0 out of 5 stars
cheap reason charge slowly magnetic head weak pull effect connection much better choice,3.0 out of 5 stars
good charging cable durable part click phone broke within week thankfully able get iut phone use another charge cable would recommend anyone great idea poor durability similar type month different brand still running strong bought fact side cable,3.0 out of 5 stars
strong magnetic stay phone slitest touch fall phone like fact bind instead pull adapter phone charge old fashioned way possibly loose little adapter,3.0 out of 5 stars
seems like great concept good application know work longest cable work work great unfortunately two cable work never worked one cable worked shorted keep good connection usb plug side willing concede maybe manufactured rush something willing proven wrong first see ordered par,3.0 out of 5 stars
probably work fine charging like wireless keyboard mouse full time phone tablet charging awful using standard w charger phone come take twice long charge connection good half time charge properly say like hour charge even use finnicky cheap reason,2.0 out of 5 stars
quality cord low got pack problem charging right away,3.0 out of 5 stars
loved product first got charge quickly easy use however product seem long lasting longer get consistent charge swapped tip multiple time cleaned cleaned charging port swapped charging cable give consistent charge wiggle around get start sometimes stop charging night regular charging cable still work fine assume product phone issue overall dissatisfied product,2.0 out of 5 stars
cable slow charged samsung galaxy like get multiple length cable package one piece break far magnet strong expect able plug phone portable charger throw whole thing backpack tip light blue plugged make easy find dark light almost bright disturbing bedroom need dark space sleep overall okay sure find better choice stuck price point buying charge something need charged quickly fine,2.0 out of 5 stars
okay wish magnet little stronger like video pretty happy,3.0 out of 5 stars
great phone work well phone case cord reach really easy take phone case every time work perfectly everything else though,4.0 out of 5 stars
like variety length easy use however second purchase first set party stay phone magnet break week using cord melted smell burning plast,3.0 out of 5 stars
cord plugged everywhere appropriate end device sit device changed,5.0 out of 5 stars
work good leave car hot outside plastic end hook phone melt,4.0 out of 5 stars
like difference length cord,4.0 out of 5 stars
great product,4.0 out of 5 stars
cable work promised promise compatibility qc qc concept magnetically attaching cable convenient snap cable e g car charging since gopro camera gps device need charging driving mini usb adapter would useful addition set,3.0 out of 5 stars
noticed cable work car apple carplay nit tested yet assuming work data transfer either since carplay pulled plugged also know charge slower regular cable felt way durability wise idea yet revived mine today,3.0 out of 5 stars
great product light super annoying night blindingly bright put duct tape around mine light still shine,4.0 out of 5 stars
love magnetic charging cord love,4.0 out of 5 stars
take long time charging device even using fast charging adapter couple week usage cell daughter tablet needed blown charge love ease magnetic charger nothing get damaged wish worked better,3.0 out of 5 stars
magnet strong say weak charging hard pull magnet piece plugged device,4.0 out of 5 stars
cable charge slowly matter charging brick using,3.0 out of 5 stars
cable convenient easy deliver speedy charge love idea bit disappointed performance,3.0 out of 5 stars
couple tip seem work,4.0 out of 5 stars
loving charging cord child brought cord light flickered even month thought would last bit longer durability kind stink,3.0 out of 5 stars
loved different cord length different need,4.0 out of 5 stars
really helped prolong life several device failing usb port also use phone due convenience,5.0 out of 5 stars
item come lot money however couple week noticed charging connecting way first day charged,4.0 out of 5 stars
charger useful switch various electric product head made magnet wire changed type cord length biggest disadvantage product high speed charging possible,3.0 out of 5 stars
say anything quality really good say negative quite big negative big blue light realize annoying,3.0 out of 5 stars
overall good product however plating unknown type used wear time loos connection magnetic end thus defeating purpose item fairly ok,2.0 out of 5 stars
easy use first almost sent back thought work realized put magnet phone wrong turned around trick working properly love,5.0 out of 5 stars
good product every type c plug cracked,4.0 out of 5 stars
work great charging purchased go house truck data sync gps pandora truck want data transfer look elsewhere charging issue unfortunately wanted keep looking,3.0 out of 5 stars
work perfectly much slower charger normal cable think ideal product would charger magnetic tip cord attached way could provide enough electricity overcome loss assuming happening magnet would recommend product looking overnight charging solution,3.0 out of 5 stars
pretty cool charge fast enough,4.0 out of 5 stars
sadly report wonderful addition magnetic connection io device marred poor quality lightning bar attachment one benefit lightning plug wrong way inserting io device case device matter fact one bar easily scrapped add dismay despite properly placed frequently considerable amount heat generated disconcerting,2.0 out of 5 stars
serve purpose nice find different cord phone wish magnet stronger disconnect way easily also careful dropping phone piece phone break really easily,4.0 out of 5 stars
updated review product garbage every since plug adapter stopped working lightning usb c micro usb died within month daily use side cable seem durable without plug adapter worthless product suddenly stopped charging one day month daily driving charger removed adapter phone found plug separated magnetic base lucky completely separate inside port durability product poor gave star iphone year still original lightning cable product lasted month charger charged phone fine various cord length fine magnet strong still using usb c device fine lightning adapter poor quality,1.0 out of 5 stars
disclaimer knew cable would support fast charging get reason device recognized cable plugged others charging time poor fast charging time normal charging powered device even demanding one power workon box even warning use original certified charger accessory cable work damage device warned buy,2.0 out of 5 stars
fast charge wish type c adapter new iphone charging box,4.0 out of 5 stars
mirco type keep falling pull charger go others stay could try iphone case product good planning buying,4.0 out of 5 stars
liked product much beginning ordered another one day ago charging plug go phone broke piece unusable plan return missed time window returning hope seller send replacement soon update seller response later,2.0 out of 5 stars
ok smartphone,3.0 out of 5 stars
hoped,1.0 out of 5 stars
idea great lack fast charging disappointment using phone charging lucky maintain battery level,3.0 out of 5 stars
giving seems convenient first overall take ever charge looking fast charger however seems shorter cable faster charge still ok though,3.0 out of 5 stars
based mixed review hoping would least charge pixel normal speed pixel three charging state charging slowly charging fast charging charge slowly regardless charger used expect fast charge magnetic cable though would better magnet seem strong cable seem thin cheap construction compared magnetic cable,2.0 out of 5 stars
three cord gave buy new magnetic plug still work cord money even last month,3.0 out of 5 stars
received charger charging end go phone broke cord length good,3.0 out of 5 stars
sure going keep work apple carplay whole reason got use car,3.0 out of 5 stars
magnet weak create good charging connection especially trying use phone charging almost useless unless plan charging phone letting sit,2.0 out of 5 stars
magnet strong take much break physical connection slight tampering break charging process also,3.0 out of 5 stars
really like even fit samsung otter box allow android auto gmc sierra,3.0 out of 5 stars
bought pack wondering connect iphone car work car radio,3.0 out of 5 stars
product week far good love look driving plug phone,4.0 out of 5 stars
get good variety usb tip varying size plug one device setup magnetic cable around house charging piece cake plug cable get magnetic cable near magnet tip hook charging,5.0 out of 5 stars
trying get everyone got deluxe pack plugged one bit everything need one charger charge everything also nice able snap away cable worry yanking wall trip great buy,5.0 out of 5 stars
week compared regular charging cable thing great regular cord part put phone whatever charging get wore damaged constant insertion removal hold phone certain way charge magnetic cord prevent mess,5.0 out of 5 stars
good length durability always either charged slower regulatnwouldnt fast charge galaxy even fast charging adapter,4.0 out of 5 stars
thing make sure notice front cable set connector work great made life easier wife electronic device fumbling get cable end device,4.0 out of 5 stars
work apple carplay data transfer apology capital see information listed anywhere time got product learned hard way buy product intention use sort data transfer apple carplay intention charging cord work great,3.0 out of 5 stars
cable connector work perfectly day two cord cheap quickly become unusable,3.0 out of 5 stars
worked one day cool two worked really short one one long one week long one fell apart work really short one work fine worth money,1.0 out of 5 stars
thin quick charge competible light end stop working next day use another happy performance,3.0 out of 5 stars
slow charging lost magnetic power come easy bought mainline replace,3.0 out of 5 stars
work great usb c usb mini fast charge issue issue work apple product ipad iphone,2.0 out of 5 stars
convenient product fooled charger damaged iphone pro battery charge quick factory iphone cable get hot charging phone new ever since buying using cable noticed battery suffering much quicker think due heat know iphone battery start degrade time usually take least year noticeable difference observed case le year,2.0 out of 5 stars
product weirdest thing ever good provides cable different length one horizontal tip bed charging ergonomically amazin kevlar ish cable every usb type ask gave bad review con provide fast charging android phone day age even think making product provide fast charging note used original plug blue annoying light penetrates matter darkness sleep man light whole block also take chargin port permanently want keep good luck jack port,2.0 out of 5 stars
love use device magnetic part phone broke month tragedy wish option buy cord without light like bright light bedroom night maybe move phone another room charging,3.0 out of 5 stars
would give star blue light connecting tip bright obnoxious use next bed bright otherwise connect charge fine charge phone next bed would recommend,3.0 out of 5 stars
quick connect easy keep device topped like thing,3.0 out of 5 stars
center pin little recessed bit enough one usb stick stick magnetic end shorted whole usb hub cable seem nice work well like way little end fit pixel iphone several bluetooth device,3.0 out of 5 stars
cool magnet strong seems charge little slow would buy,4.0 out of 5 stars
easy use fantastic durability middle pin show damage fast become useless happened two different connector,3.0 out of 5 stars
returned charge device iphone ipad android ring battery etc,1.0 out of 5 stars
thought lightning charger take long charge many insert decide one phone,3.0 out of 5 stars
first connector connected fell apart sure speaks duribility charger,3.0 out of 5 stars
charge slowly try use phone tablet charged charge actually decrease decrease slower charged much take almost night charge magnet good stay pretty well,2.0 out of 5 stars
work great worry left iphone accidentally dropped phone would cause week spot hit little device variety cord length nice would recommend,5.0 out of 5 stars
good idea poorly implemented magnet strong enough accurately center cable result poor charge rate plug fit loosely device prone fall,1.0 out of 5 stars
extremely happy product,4.0 out of 5 stars
magnet strong enough insure solid connection charging,4.0 out of 5 stars
work good stand behind product,4.0 out of 5 stars
supposed cord stick straight everytime move go clicking awful got go buy right one,2.0 out of 5 stars
thought magnet would stronger constantly reach bed floor reconnect make movement much fun car thing constantly reconnect cable get hung gear shift e brake pull apart easily like idea pain worth like light end cable help find cable constantly disconnect magnet decent strong enough make idea useful girlfriend complained light bright agree could toned little light least complaint,2.0 out of 5 stars
well would like say love phone got knocked folding chair floor broke piece go phone oh started using last night luckily come connection break easy review go,3.0 out of 5 stars
like unplug anything tap go magnet strong light tug charging anymore piece get hot,2.0 out of 5 stars
leaving adapter inside device damaged carry data easily pick metal bit impossible remove low gauge wire charge slow disconnect slightest motion went back using standard charging cable wasted money,2.0 out of 5 stars
worked day stopped working company offered replacement refund easy company work,3.0 out of 5 stars
really innovative idea would extremely convenient worked described mine could possibly defective likely due various part included different combination worked subpar samsung galaxy plus ipad came correct attachment well different cable attach magically every instance tried charging device would stay battery percentage plugged battery would go lower also charge could leave plugged hour would percentage started initiated refund process update information regarding situation,2.0 out of 5 stars
charger cord okay fine charging power took forever charge phone,3.0 out of 5 stars
bad wire pretty flimsy concerned eventually get short something magnetic attach seems pretty good charging realitivly slow since used fast charging cable bad,3.0 out of 5 stars
